CountryCode,Game,Genre,GameTitle,Country_Name,Two_Letter_Country_Code,TotalPlayers,CSGOPlayers,DotaPlayers,LOLPlayers,FortnitePlayers,OverwatchPlayers,StarcraftPlayers,HeroesPlayers,PUBGPlayers,ArenaPlayers,HearthstonePlayers
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
fr,Fortnite,Battle Royale,,,,,,,,,,,,,,
ca,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
gb,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
dk,Fortnite,Battle Royale,,,,,,,,,,,,,,
no,Fortnite,Battle Royale,,,,,,,,,,,,,,
nl,Fortnite,Battle Royale,,,,,,,,,,,,,,
si,Fortnite,Battle Royale,,,,,,,,,,,,,,
de,Fortnite,Battle Royale,,,,,,,,,,,,,,
de,Fortnite,Battle Royale,,,,,,,,,,,,,,
ru,Fortnite,Battle Royale,,,,,,,,,,,,,,
ru,Fortnite,Battle Royale,,,,,,,,,,,,,,
by,Fortnite,Battle Royale,,,,,,,,,,,,,,
de,Fortnite,Battle Royale,,,,,,,,,,,,,,
dk,Fortnite,Battle Royale,,,,,,,,,,,,,,
fr,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
be,Fortnite,Battle Royale,,,,,,,,,,,,,,
fi,Fortnite,Battle Royale,,,,,,,,,,,,,,
no,Fortnite,Battle Royale,,,,,,,,,,,,,,
ch,Fortnite,Battle Royale,,,,,,,,,,,,,,
ca,Fortnite,Battle Royale,,,,,,,,,,,,,,
se,Fortnite,Battle Royale,,,,,,,,,,,,,,
ru,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
se,Fortnite,Battle Royale,,,,,,,,,,,,,,
be,Fortnite,Battle Royale,,,,,,,,,,,,,,
si,Fortnite,Battle Royale,,,,,,,,,,,,,,
ca,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
se,Fortnite,Battle Royale,,,,,,,,,,,,,,
ca,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
fr,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
kr,Fortnite,Battle Royale,,,,,,,,,,,,,,
fr,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
lt,Fortnite,Battle Royale,,,,,,,,,,,,,,
us,Fortnite,Battle Royale,,,,,,,,,,,,,,
fr,Fortnite,Battle Royale,,,,,,,,,,,,,,
se,Fortnite,Battle Royale,,,,,,,,,,,,,,
dk,Fortnite,Battle Royale,,,,,,,,,,,,,,
de,Fortnite,Battle Royale,,,,,,,,,,,,,,
gb,Fortnite,Battle Royale,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
us,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
us,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
se,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
us,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
jp,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
gb,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
gb,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
cn,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
il,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
ca,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
se,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fi,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fi,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fi,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
us,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
es,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
gb,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
ru,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
ca,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
br,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fi,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
cn,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
es,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
se,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
ca,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
us,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
au,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
kr,Overwatch,First-Person Shooter,,,,,,,,,,,,,,
fi,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
us,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
ca,Starcraft II,Strategy,,,,,,,,,,,,,,
mx,Starcraft II,Strategy,,,,,,,,,,,,,,
no,Starcraft II,Strategy,,,,,,,,,,,,,,
pl,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
fr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
it,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
de,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
pl,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
pl,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
se,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
de,Starcraft II,Strategy,,,,,,,,,,,,,,
br,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
nl,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
ca,Starcraft II,Strategy,,,,,,,,,,,,,,
tw,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
tw,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
ca,Starcraft II,Strategy,,,,,,,,,,,,,,
fr,Starcraft II,Strategy,,,,,,,,,,,,,,
ua,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
de,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
nl,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
se,Starcraft II,Strategy,,,,,,,,,,,,,,
es,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
de,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
fr,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
fr,Starcraft II,Strategy,,,,,,,,,,,,,,
de,Starcraft II,Strategy,,,,,,,,,,,,,,
dk,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Starcraft II,Strategy,,,,,,,,,,,,,,
se,Starcraft II,Strategy,,,,,,,,,,,,,,
cn,Starcraft II,Strategy,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
gb,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
fr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
dk,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
fr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
gb,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
gb,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
bg,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
pl,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
bg,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
dk,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
se,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
si,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
hr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
no,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
de,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
ca,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
ca,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
au,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
ca,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
tw,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
ca,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
us,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
cn,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
dk,Heroes of the Storm,Multiplayer Online Battle Arena,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
se,PUBG,Battle Royale,,,,,,,,,,,,,,
fi,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
no,PUBG,Battle Royale,,,,,,,,,,,,,,
fi,PUBG,Battle Royale,,,,,,,,,,,,,,
no,PUBG,Battle Royale,,,,,,,,,,,,,,
nl,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ca,PUBG,Battle Royale,,,,,,,,,,,,,,
fi,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
gb,PUBG,Battle Royale,,,,,,,,,,,,,,
ie,PUBG,Battle Royale,,,,,,,,,,,,,,
ph,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
gi,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ca,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
lt,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
tr,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
ca,PUBG,Battle Royale,,,,,,,,,,,,,,
us,PUBG,Battle Royale,,,,,,,,,,,,,,
au,PUBG,Battle Royale,,,,,,,,,,,,,,
ru,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cu,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
fr,PUBG,Battle Royale,,,,,,,,,,,,,,
fr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
kr,PUBG,Battle Royale,,,,,,,,,,,,,,
dk,PUBG,Battle Royale,,,,,,,,,,,,,,
cn,PUBG,Battle Royale,,,,,,,,,,,,,,
